"avettaId","mongoId","variantId","object","field","en","zh_CN"
"127448","627c0f4e2e00002eb0f8b059","627c0f4e2e00002eb0f8b059~~~question~~~responseOption86","question","responseOption86","Water Testing & Sampling","水质检测和采样"
"127448","627c0f4e2e00002eb0f8b059","627c0f4e2e00002eb0f8b059~~~question~~~responseOption69","question","responseOption69","Sanitation Engineer / Cleaning / Waste","环卫工程师/清洁/废物处理"
"127448","627c0f4e2e00002eb0f8b059","627c0f4e2e00002eb0f8b059~~~question~~~responseOption15","question","responseOption15","Management, Consulting, and Training Services","管理、咨询和培训服务"
"127448","627c0f4e2e00002eb0f8b059","627c0f4e2e00002eb0f8b059~~~question~~~responseOption19","question","responseOption19","Demolition","拆除"
"127448","627c0f4e2e00002eb0f8b059","627c0f4e2e00002eb0f8b059~~~question~~~responseOption3","question","responseOption3","Abatement Other","清除其他"
"127448","627c0f4e2e00002eb0f8b059","627c0f4e2e00002eb0f8b059~~~question~~~responseOption39","question","responseOption39","Glazier - Glass Work","玻璃工 - 玻璃工程"
"127448","627c0f4e2e00002eb0f8b059","627c0f4e2e00002eb0f8b059~~~question~~~responseOption37","question","responseOption37","General Property Maintenance","一般物业维护"
"127448","627c0f4e2e00002eb0f8b059","627c0f4e2e00002eb0f8b059~~~question~~~responseOption9","question","responseOption9","Calibration Services","校准服务"
"127448","627c0f4e2e00002eb0f8b059","627c0f4e2e00002eb0f8b059~~~question~~~responseOption96","question","responseOption96","Security / Asset Protection Services","安保/资产保护服务"
"127448","627c0f4e2e00002eb0f8b059","627c0f4e2e00002eb0f8b059~~~question~~~responseOption63","question","responseOption63","Pipeline","管道"
"127448","627c0f4e2e00002eb0f8b059","627c0f4e2e00002eb0f8b059~~~question~~~responseOption77","question","responseOption77","Staffing Agencies","人事代理机构"
"127448","627c0f4e2e00002eb0f8b059","627c0f4e2e00002eb0f8b059~~~question~~~responseOption20","question","responseOption20","Dredging","疏浚"
"127448","627c0f4e2e00002eb0f8b059","627c0f4e2e00002eb0f8b059~~~question~~~responseOption71","question","responseOption71","Security Systems","安全系统"
"127448","627c0f4e2e00002eb0f8b059","627c0f4e2e00002eb0f8b059~~~question~~~responseOption43","question","responseOption43","Helicopter Services","直升机服务"
"127448","627c0f4e2e00002eb0f8b059","627c0f4e2e00002eb0f8b059~~~question~~~responseOption80","question","responseOption80","Tanks / Silos","储罐/筒仓"
"127448","627c0f4e2e00002eb0f8b059","627c0f4e2e00002eb0f8b059~~~question~~~responseOption18","question","responseOption18","Deep Foundations (Caissons, Piles, Cofferdams)","深层地基（沉箱、桩、围堰）"
"127448","627c0f4e2e00002eb0f8b059","627c0f4e2e00002eb0f8b059~~~question~~~responseOption21","question","responseOption21","Drilling","钻孔"
"127448","627c0f4e2e00002eb0f8b059","627c0f4e2e00002eb0f8b059~~~question~~~responseOption59","question","responseOption59","Mining Services Above / Below","地面/地下采矿服务"
"127448","627c0f4e2e00002eb0f8b059","627c0f4e2e00002eb0f8b059~~~question~~~responseOption49","question","responseOption49","Insulation","绝缘材料"
"127448","627c0f4e2e00002eb0f8b059","627c0f4e2e00002eb0f8b059~~~question~~~responseOption93","question","responseOption93","Petroleum Midstream","石油中游行业"
"127448","627c0f4e2e00002eb0f8b059","627c0f4e2e00002eb0f8b059~~~question~~~responseOption27","question","responseOption27","Environmental Abatement or Remediation","环境清除或修复"
"127448","627c0f4e2e00002eb0f8b059","627c0f4e2e00002eb0f8b059~~~question~~~responseOption23","question","responseOption23","Earthwork / Sitework","土方工程/场地工程"
"127448","627c0f4e2e00002eb0f8b059","627c0f4e2e00002eb0f8b059~~~question~~~description","question","description","Please Note: Your selection(s) should include all services performed by your Company, rather than a specific Client or site.

Each Work Type selection will add additional audit requirements for your review and compliance.
","请注意：您的选择应包括贵公司提供的所有服务，而非针对特定的客户或站点。

每种工作类型的选择都会为您的审查和合规添加额外的审计要求。
"
"127448","627c0f4e2e00002eb0f8b059","627c0f4e2e00002eb0f8b059~~~question~~~responseOption13","question","responseOption13","Concrete Work","混凝土工程"
"127448","627c0f4e2e00002eb0f8b059","627c0f4e2e00002eb0f8b059~~~question~~~responseOption44","question","responseOption44","HVACR","暖通空调与制冷（HVACR）"
"127448","627c0f4e2e00002eb0f8b059","627c0f4e2e00002eb0f8b059~~~question~~~responseOption6","question","responseOption6","Boiler / Duct Work","锅炉/管道工程"
"127448","627c0f4e2e00002eb0f8b059","627c0f4e2e00002eb0f8b059~~~question~~~responseOption56","question","responseOption56","Mechanical","机械"
"127448","627c0f4e2e00002eb0f8b059","627c0f4e2e00002eb0f8b059~~~question~~~responseOption53","question","responseOption53","Marine (Working Over / Near Water)","海事（水上/近水工作）"
"127448","627c0f4e2e00002eb0f8b059","627c0f4e2e00002eb0f8b059~~~question~~~responseOption8","question","responseOption8","Cable Installation","电缆安装"
"127448","627c0f4e2e00002eb0f8b059","627c0f4e2e00002eb0f8b059~~~question~~~responseOption50","question","responseOption50","Landscaping","景观美化"
"127448","627c0f4e2e00002eb0f8b059","627c0f4e2e00002eb0f8b059~~~question~~~responseOption36","question","responseOption36","FRP (Fiber-Reinforced Plastic)","纤维增强塑料（FRP）"
"127448","627c0f4e2e00002eb0f8b059","627c0f4e2e00002eb0f8b059~~~question~~~responseOption72","question","responseOption72","Shoring","支架"
"127448","627c0f4e2e00002eb0f8b059","627c0f4e2e00002eb0f8b059~~~question~~~responseOption78","question","responseOption78","Structural Steel","结构钢"
"127448","627c0f4e2e00002eb0f8b059","627c0f4e2e00002eb0f8b059~~~question~~~responseOption31","question","responseOption31","Fencing","栅栏"
"127448","627c0f4e2e00002eb0f8b059","627c0f4e2e00002eb0f8b059~~~question~~~responseOption41","question","responseOption41","Heat Treating","热处理"
"127448","627c0f4e2e00002eb0f8b059","627c0f4e2e00002eb0f8b059~~~question~~~responseOption48","question","responseOption48","Instrumentation","仪器仪表"
"127448","627c0f4e2e00002eb0f8b059","627c0f4e2e00002eb0f8b059~~~question~~~responseOption94","question","responseOption94","Petroleum Upstream / E&P","石油上游行业/勘探与生产"
"127448","627c0f4e2e00002eb0f8b059","627c0f4e2e00002eb0f8b059~~~question~~~responseOption14","question","responseOption14","Construction (Design & Management) - UK Only","施工（设计与管理） - 仅限英国"
"127448","627c0f4e2e00002eb0f8b059","627c0f4e2e00002eb0f8b059~~~question~~~responseOption22","question","responseOption22","Drone Services","无人机服务"
"127448","627c0f4e2e00002eb0f8b059","627c0f4e2e00002eb0f8b059~~~question~~~responseOption65","question","responseOption65","Pre-Engineered Buildings (Structure) / Architectural finishes","预制建筑（结构）/建筑饰面"
"127448","627c0f4e2e00002eb0f8b059","627c0f4e2e00002eb0f8b059~~~question~~~responseOption1","question","responseOption1","Abatement Asbestos","清除石棉"
"127448","627c0f4e2e00002eb0f8b059","627c0f4e2e00002eb0f8b059~~~question~~~responseOption84","question","responseOption84","Trenching & Excavation","挖沟和开挖"
"127448","627c0f4e2e00002eb0f8b059","627c0f4e2e00002eb0f8b059~~~question~~~responseOption97","question","responseOption97","Traffic Control Services","交通管制服务"
"127448","627c0f4e2e00002eb0f8b059","627c0f4e2e00002eb0f8b059~~~question~~~responseOption81","question","responseOption81","Telecom - Construction","电信 - 建筑"
"127448","627c0f4e2e00002eb0f8b059","627c0f4e2e00002eb0f8b059~~~question~~~responseOption35","question","responseOption35","Foundations","地基"
"127448","627c0f4e2e00002eb0f8b059","627c0f4e2e00002eb0f8b059~~~question~~~responseOption32","question","responseOption32","Fiber Optics Installation","光纤安装"
"127448","627c0f4e2e00002eb0f8b059","627c0f4e2e00002eb0f8b059~~~question~~~responseOption91","question","responseOption91","Industrial Equipment Rental / Sales / Hire","工业设备租赁/销售/出租"
"127448","627c0f4e2e00002eb0f8b059","627c0f4e2e00002eb0f8b059~~~question~~~responseOption45","question","responseOption45","Hydroblasting","高压冲洗设备"
"127448","627c0f4e2e00002eb0f8b059","627c0f4e2e00002eb0f8b059~~~question~~~responseOption82","question","responseOption82","Telecom - Installation","电信 - 安装"
"127448","627c0f4e2e00002eb0f8b059","627c0f4e2e00002eb0f8b059~~~question~~~responseOption28","question","responseOption28","Equipment Testing","设备测试"
"127448","627c0f4e2e00002eb0f8b059","627c0f4e2e00002eb0f8b059~~~question~~~responseOption95","question","responseOption95","Renewable Energy / Solar / Wind / Hydro-Electric","可再生能源/太阳能/风能/水电"
"127448","627c0f4e2e00002eb0f8b059","627c0f4e2e00002eb0f8b059~~~question~~~responseOption47","question","responseOption47","Inspector","检查员"
"127448","627c0f4e2e00002eb0f8b059","627c0f4e2e00002eb0f8b059~~~question~~~responseOption58","question","responseOption58","Millwork","木材加工"
"127448","627c0f4e2e00002eb0f8b059","627c0f4e2e00002eb0f8b059~~~question~~~responseOption4","question","responseOption4","Aviation Services","航空服务"
"127448","627c0f4e2e00002eb0f8b059","627c0f4e2e00002eb0f8b059~~~question~~~responseOption12","question","responseOption12","Commercial Diving","商业潜水"
"127448","627c0f4e2e00002eb0f8b059","627c0f4e2e00002eb0f8b059~~~question~~~responseOption73","question","responseOption73","Snow Removal","铲雪"
"127448","627c0f4e2e00002eb0f8b059","627c0f4e2e00002eb0f8b059~~~question~~~responseOption38","question","responseOption38","Geotechnical Testing","地理技术测试"
"127448","627c0f4e2e00002eb0f8b059","627c0f4e2e00002eb0f8b059~~~question~~~responseOption16","question","responseOption16","Conveyor Belt Installation / Repair","传送带安装/维修"
"127448","627c0f4e2e00002eb0f8b059","627c0f4e2e00002eb0f8b059~~~question~~~responseOption40","question","responseOption40","Hazardous Waste Operations","危险废物处理"
"127448","627c0f4e2e00002eb0f8b059","627c0f4e2e00002eb0f8b059~~~question~~~responseOption5","question","responseOption5","Blaster / Explosives Expert / Pyrotechnic","爆破工/炸药专家/烟火工"
"127448","627c0f4e2e00002eb0f8b059","627c0f4e2e00002eb0f8b059~~~question~~~responseOption88","question","responseOption88","Welding","焊接"
"127448","627c0f4e2e00002eb0f8b059","627c0f4e2e00002eb0f8b059~~~question~~~responseOption79","question","responseOption79","Surveying","勘测"
"127448","627c0f4e2e00002eb0f8b059","627c0f4e2e00002eb0f8b059~~~question~~~responseOption57","question","responseOption57","Metal Works","金属制品"
"127448","627c0f4e2e00002eb0f8b059","627c0f4e2e00002eb0f8b059~~~question~~~responseOption90","question","responseOption90","Catering / Food Services","餐饮/食品服务"
"127448","627c0f4e2e00002eb0f8b059","627c0f4e2e00002eb0f8b059~~~question~~~responseOption87","question","responseOption87","Water Treatment","水处理"
"127448","627c0f4e2e00002eb0f8b059","627c0f4e2e00002eb0f8b059~~~question~~~responseOption66","question","responseOption66","Railroad","铁路"
"127448","627c0f4e2e00002eb0f8b059","627c0f4e2e00002eb0f8b059~~~question~~~responseOption26","question","responseOption26","Engineering Professional Services","工程专业服务"
"127448","627c0f4e2e00002eb0f8b059","627c0f4e2e00002eb0f8b059~~~question~~~responseOption54","question","responseOption54","Masonry Construction","砌体施工"
"127448","627c0f4e2e00002eb0f8b059","627c0f4e2e00002eb0f8b059~~~question~~~responseOption85","question","responseOption85","Underground Utilities / Relocations","地下设施/搬迁"
"128051","629d5c872f0000bceb6b779f","629d5c872f0000bceb6b779f~~~question~~~questionText","question","questionText","## Health & Safety Representative

Enter the Name of the Health & Safety Representative, or person responsible for the Health & Safety compliance for your organization:

Name:","## 健康和安全代表

输入健康和安全代表或贵组织健康和安全合规负责人的姓名：

姓名："
"128052","629d5c952f0000bceb6b7927","629d5c952f0000bceb6b7927~~~question~~~questionText","question","questionText","Title:","职位："
"128053","629d5ca02f0000bceb6b7a46","629d5ca02f0000bceb6b7a46~~~question~~~questionText","question","questionText","Phone:","电话："
"128054","629d5cb12f0000bceb6b7b7c","629d5cb12f0000bceb6b7b7c~~~question~~~questionText","question","questionText","Email:
","电子邮箱：
"
"128055","629d5cf92f0000bceb6b7d2e","629d5cf92f0000bceb6b7d2e~~~question~~~questionText","question","questionText","### Upload your Safety and Health Manual

File Requirements:
<li> Comprehensive Safety and Health procedure(s)  </li>
<li> Review/revision date within the last three years  </li>
<li> PDF or Word version  </li>
<li> Only 10 documents at a time  </li>
<li> Not client, project, or site specific  </li>
<li> If you are a Small Employer in accordance with jurisdictional requirements and DO NOT use subcontractors, please upload a letter indicating this  </li>
<li> If you are a Sole Owner and DO NOT employ any other personnel or use subcontractors, please upload a letter indicating this </li><br>
Need help? Visit our <a href=""https://avettahelp.force.com/Supplier/s/article/What-is-a-Manual-Audit"" target=""blank"">Help Center</a> for additional guidance and support.","### 上传您的《安全和健康手册》

文件要求：
<li> 全面的安全和健康程序  </li>
<li> 最近三年内的审查/修订日期  </li>
<li> PDF 或 Word 版本  </li>
<li> 一次只能上传 10 份文档  </li>
<li> 不针对特定客户、项目或站点  </li>
<li> 如果根据司法辖区要求，您是小型雇主，且未使用任何分包商，请上传一封说明函  </li>
<li> 如果您是独立经营者，且未雇用任何其他人员或未使用分包商，请上传一封说明函 </li><br>
需要帮助吗？请访问我们的<a href=""https://avettahelp.force.com/Supplier/s/article/What-is-a-Manual-Audit"" target=""blank"">帮助中心</a>获取更多指导和支持。"
"128056","629d5d122f0000c32c5aeb66","629d5d122f0000c32c5aeb66~~~question~~~questionText","question","questionText","### Acknowledgement:

I agree that the documents(s) provided are our most current and comprehensive Safety and Health Procedure(s). 

<b>I have reviewed each audit topic and agree the document(s) provided address all applicable requirements.","### 确认书：

我同意已提供的文档是我们最新且最全面的安全和健康程序。

<b>我已查看每个审计主题，并同意已提供的文档均符合所有适用要求。"
"36548","629d5bdd2f0000c32c5ac6b3","629d5bdd2f0000c32c5ac6b3~~~questionGroup~~~questionGroupText","questionGroup","questionGroupText","Additional Categories","附加类别"
"127449","627c0fb62e00002eb0f8b05b","627c0fb62e00002eb0f8b05b~~~question~~~responseOption18","question","responseOption18","Emergency Action Plan","紧急行动计划"
"127449","627c0fb62e00002eb0f8b05b","627c0fb62e00002eb0f8b05b~~~question~~~responseOption62","question","responseOption62","Sole Owner - No Employees","独立经营者——无雇员"
"127449","627c0fb62e00002eb0f8b05b","627c0fb62e00002eb0f8b05b~~~question~~~responseOption12","question","responseOption12","Diving","潜水"
"127449","627c0fb62e00002eb0f8b05b","627c0fb62e00002eb0f8b05b~~~question~~~responseOption49","question","responseOption49","Silica Exposure Awareness","二氧化硅接触意识"
"127449","627c0fb62e00002eb0f8b05b","627c0fb62e00002eb0f8b05b~~~question~~~responseOption6","question","responseOption6","Cadmium Exposure Safety","镉暴露安全"
"127449","627c0fb62e00002eb0f8b05b","627c0fb62e00002eb0f8b05b~~~question~~~responseOption46","question","responseOption46","Rigging/Material Handling","索具/材料搬运"
"127449","627c0fb62e00002eb0f8b05b","627c0fb62e00002eb0f8b05b~~~question~~~responseOption66","question","responseOption66","Annual Update Review","年度更新审查"
"127449","627c0fb62e00002eb0f8b05b","627c0fb62e00002eb0f8b05b~~~question~~~responseOption71","question","responseOption71","Psychosocial Safety","心理社会安全"
"127449","627c0fb62e00002eb0f8b05b","627c0fb62e00002eb0f8b05b~~~question~~~responseOption58","question","responseOption58","Water Survival/Offshore","水上救生/离岸"
"127449","627c0fb62e00002eb0f8b05b","627c0fb62e00002eb0f8b05b~~~question~~~responseOption40","question","responseOption40","NORM (Naturally Occurring Radioactive Materials)","天然放射性物质（NORM）"
"127449","627c0fb62e00002eb0f8b05b","627c0fb62e00002eb0f8b05b~~~question~~~responseOption44","question","responseOption44","Records Retention","记录保留"
"127449","627c0fb62e00002eb0f8b05b","627c0fb62e00002eb0f8b05b~~~question~~~responseOption11","question","responseOption11","Demolition","拆除"
"127449","627c0fb62e00002eb0f8b05b","627c0fb62e00002eb0f8b05b~~~question~~~responseOption32","question","responseOption32","Hydrogen Sulfide Exposure Safety","硫化氢接触安全"
"127449","627c0fb62e00002eb0f8b05b","627c0fb62e00002eb0f8b05b~~~question~~~responseOption53","question","responseOption53","Surface & Subsurface Safety Systems","地面和地下安全体系"
"127449","627c0fb62e00002eb0f8b05b","627c0fb62e00002eb0f8b05b~~~question~~~responseOption63","question","responseOption63","Small Employer","小型雇主"
"127449","627c0fb62e00002eb0f8b05b","627c0fb62e00002eb0f8b05b~~~question~~~responseOption27","question","responseOption27","Hazard Identification, Risk Assessment and Control","危害识别、风险评估和控制"
"127449","627c0fb62e00002eb0f8b05b","627c0fb62e00002eb0f8b05b~~~question~~~responseOption24","question","responseOption24","Powered Industrial Trucks / Lift Trucks","动力工业卡车/叉车"
"127449","627c0fb62e00002eb0f8b05b","627c0fb62e00002eb0f8b05b~~~question~~~responseOption45","question","responseOption45","Respiratory","呼吸防护"
"127449","627c0fb62e00002eb0f8b05b","627c0fb62e00002eb0f8b05b~~~question~~~responseOption37","question","responseOption37","Lockout/Tagout","安全锁定管理程序"
"127449","627c0fb62e00002eb0f8b05b","627c0fb62e00002eb0f8b05b~~~question~~~responseOption41","question","responseOption41","PPE (Personal Protective Equipment)","个人防护装备（PPE）"
"127449","627c0fb62e00002eb0f8b05b","627c0fb62e00002eb0f8b05b~~~question~~~responseOption42","question","responseOption42","PSM (Process Safety Management)","过程安全管理（PSM）"
"127449","627c0fb62e00002eb0f8b05b","627c0fb62e00002eb0f8b05b~~~question~~~responseOption20","question","responseOption20","Fall Protection","坠落防护"
"127449","627c0fb62e00002eb0f8b05b","627c0fb62e00002eb0f8b05b~~~question~~~responseOption51","question","responseOption51","Stop Work Authorization","停工授权"
"127449","627c0fb62e00002eb0f8b05b","627c0fb62e00002eb0f8b05b~~~question~~~responseOption4","question","responseOption4","Benzene Exposure Safety","苯接触安全"
"127449","627c0fb62e00002eb0f8b05b","627c0fb62e00002eb0f8b05b~~~question~~~responseOption54","question","responseOption54","Tool Safety","工具安全"
"127449","627c0fb62e00002eb0f8b05b","627c0fb62e00002eb0f8b05b~~~question~~~responseOption23","question","responseOption23","Fatigue Management","疲劳管理"
"127449","627c0fb62e00002eb0f8b05b","627c0fb62e00002eb0f8b05b~~~question~~~responseOption28","question","responseOption28","Hazardous Waste Operations","危险废物处理"
"127449","627c0fb62e00002eb0f8b05b","627c0fb62e00002eb0f8b05b~~~question~~~responseOption7","question","responseOption7","CDM","CDM"
"127449","627c0fb62e00002eb0f8b05b","627c0fb62e00002eb0f8b05b~~~question~~~responseOption61","question","responseOption61","Work Zone Traffic Control","工作区交通管制"
"127449","627c0fb62e00002eb0f8b05b","627c0fb62e00002eb0f8b05b~~~question~~~responseOption33","question","responseOption33","Incident Reporting and Investigation","事故调查"
"127449","627c0fb62e00002eb0f8b05b","627c0fb62e00002eb0f8b05b~~~question~~~responseOption8","question","responseOption8","Chemical Safety","化学品安全"
"127449","627c0fb62e00002eb0f8b05b","627c0fb62e00002eb0f8b05b~~~question~~~responseOption1","question","responseOption1","Arsenic Exposure Safety","砷暴露安全"
"127449","627c0fb62e00002eb0f8b05b","627c0fb62e00002eb0f8b05b~~~question~~~responseOption9","question","responseOption9","Confined Space","密闭空间"
"127449","627c0fb62e00002eb0f8b05b","627c0fb62e00002eb0f8b05b~~~question~~~responseOption3","question","responseOption3","Awareness Programs","安全知识计划"
"127449","627c0fb62e00002eb0f8b05b","627c0fb62e00002eb0f8b05b~~~question~~~responseOption57","question","responseOption57","Trenching & Excavation","挖沟和开挖"
"127449","627c0fb62e00002eb0f8b05b","627c0fb62e00002eb0f8b05b~~~question~~~responseOption67","question","responseOption67","Auditor's Notes","审计附注"
"127449","627c0fb62e00002eb0f8b05b","627c0fb62e00002eb0f8b05b~~~question~~~responseOption38","question","responseOption38","Mobile Elevating Work Platforms (MEWPs)","移动升降工作平台（MEWP）"
"127449","627c0fb62e00002eb0f8b05b","627c0fb62e00002eb0f8b05b~~~question~~~questionText","question","questionText","Manually Add Category","手动添加类别"
"127449","627c0fb62e00002eb0f8b05b","627c0fb62e00002eb0f8b05b~~~question~~~responseOption10","question","responseOption10","Crane Operation","起重机操作"
"127449","627c0fb62e00002eb0f8b05b","627c0fb62e00002eb0f8b05b~~~question~~~responseOption15","question","responseOption15","Electrical","电气"
"127449","627c0fb62e00002eb0f8b05b","627c0fb62e00002eb0f8b05b~~~question~~~responseOption59","question","responseOption59","Well Control","井控"
"127449","627c0fb62e00002eb0f8b05b","627c0fb62e00002eb0f8b05b~~~question~~~responseOption55","question","responseOption55","Tower Safety","塔台安全"
"127449","627c0fb62e00002eb0f8b05b","627c0fb62e00002eb0f8b05b~~~question~~~responseOption69","question","responseOption69","Miscellaneous Pictures and Uploads","其他图片和上传内容"
"127449","627c0fb62e00002eb0f8b05b","627c0fb62e00002eb0f8b05b~~~question~~~responseOption70","question","responseOption70","EU Construction","欧盟建筑行业"
"127449","627c0fb62e00002eb0f8b05b","627c0fb62e00002eb0f8b05b~~~question~~~responseOption25","question","responseOption25","General Motor Vehicle Safety","一般机动车辆安全"
"127449","627c0fb62e00002eb0f8b05b","627c0fb62e00002eb0f8b05b~~~question~~~responseOption19","question","responseOption19","Explosive Atmosphere Safety","爆炸性环境安全"
"127449","627c0fb62e00002eb0f8b05b","627c0fb62e00002eb0f8b05b~~~question~~~responseOption64","question","responseOption64","Safety Manual Revision Date","安全手册修订日期"
"127449","627c0fb62e00002eb0f8b05b","627c0fb62e00002eb0f8b05b~~~question~~~responseOption16","question","responseOption16","Electrical (Qualified)","电工（合格）"
"127449","627c0fb62e00002eb0f8b05b","627c0fb62e00002eb0f8b05b~~~question~~~responseOption39","question","responseOption39","Noise Exposure","噪声接触"
